id,buggy_code,fixed_code,commit_message,commit_url,date
458,"for i in range(10):
print(i)
# Sample ID: 458","for i in range(10):
    print(i)
# Sample ID: 458",Refactored variable naming for clarity,https://github.com/open-source-repo/commit/f3973561b5ed630104f0fb6c6b2b72873dce3229,2024-05-07
459,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 459","def greet(name):
    print('Hello, ' + name)
# Sample ID: 459",Minor syntax corrections,https://github.com/open-source-repo/commit/894f1662b0b20e4b94dc8ff4e537780d4cf6a907,2025-05-25
460,"x = [1, 2, 3]
print x
# Sample ID: 460","x = [1, 2, 3]
print(x)
# Sample ID: 460",Fixed bug in recursive function call,https://github.com/open-source-repo/commit/a7ab23ab48e35bf8265437ec4d90a7da798af4bf,2025-02-15
461,"while True
    do_something()
# Sample ID: 461","while True:
    do_something()
# Sample ID: 461",Refactored variable naming for clarity,https://github.com/open-source-repo/commit/05f0a099ac6a46972c1036cc6780dcbda42fe3b3,2024-11-19
462,"while True
    do_something()
# Sample ID: 462","while True:
    do_something()
# Sample ID: 462",Improved readability with proper indentation,https://github.com/open-source-repo/commit/9cab720c36161b5fc7094a5975a3b1de8b29e274,2024-12-13
463,"def add(a, b)
    return a + b
# Sample ID: 463","def add(a, b):
    return a + b
# Sample ID: 463",Minor syntax corrections,https://github.com/open-source-repo/commit/146d016654ee3316f0ab6776d015f427dd5ba044,2023-10-18
464,"while True
    do_something()
# Sample ID: 464","while True:
    do_something()
# Sample ID: 464",Indentation fixed for proper code block,https://github.com/open-source-repo/commit/855e3366832b002ecb8474ccec185b4130d31824,2024-12-27
465,"x = [1, 2, 3]
print x
# Sample ID: 465","x = [1, 2, 3]
print(x)
# Sample ID: 465",Added missing parentheses for print function,https://github.com/open-source-repo/commit/d9f65577c9b2a3e75ad94fbf2d52da1f1dcd0e9d,2024-02-14
466,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 466","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 466",Corrected conditional operator mistake,https://github.com/open-source-repo/commit/ce94fa72a2be3c6e12105f6288fc44344a84147e,2025-07-21
467,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 467","def greet(name):
    print('Hello, ' + name)
# Sample ID: 467",Fixed bug in recursive function call,https://github.com/open-source-repo/commit/6993b01a83cabde5d7742920c5503cdaa5e2e7c2,2024-08-10
468,"def foo()
    print('Missing colon in function definition')
# Sample ID: 468","def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 468",Fixed syntax error due to missing colon,https://github.com/open-source-repo/commit/d6f33410d039fed5f527e00e08c3cbb1b834f9a7,2024-12-18
469,"list = [1, 2, 3, 4]
for i in list
    print(i)
# Sample ID: 469","lst = [1, 2, 3, 4]
for i in lst:
    print(i)
# Sample ID: 469",Refactored variable naming for clarity,https://github.com/open-source-repo/commit/a65ebe7ca171db71fc6574c6cee8dd3f690655f4,2024-11-19
470,"for i in range(10):
print(i)
# Sample ID: 470","for i in range(10):
    print(i)
# Sample ID: 470",Fixed syntax error due to missing colon,https://github.com/open-source-repo/commit/f9b61d3daf39e03f923a3d20f817aa1f66a5129d,2024-09-28
471,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 471","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 471",Refactored variable naming for clarity,https://github.com/open-source-repo/commit/7b1cafcf59dee4dc6bc20f0bc338a4b4e0950c01,2024-09-08
472,"list = [1, 2, 3, 4]
for i in list
    print(i)
# Sample ID: 472","lst = [1, 2, 3, 4]
for i in lst:
    print(i)
# Sample ID: 472",Improved readability with proper indentation,https://github.com/open-source-repo/commit/d62e4e2071b359051b3e2a0a26ce74d58858ad39,2025-07-10
473,"def foo()
    print('Missing colon in function definition')
# Sample ID: 473","def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 473",Fixed syntax error due to missing colon,https://github.com/open-source-repo/commit/deba568a25463aca6720ef16e3275c20f7727493,2024-02-04
474,"while True
    do_something()
# Sample ID: 474","while True:
    do_something()
# Sample ID: 474",Resolved off-by-one error in loop,https://github.com/open-source-repo/commit/86c9b3c6b54f31ee1e41875696cbf2b437d5d78d,2024-05-20
475,"list = [1, 2, 3, 4]
for i in list
    print(i)
# Sample ID: 475","lst = [1, 2, 3, 4]
for i in lst:
    print(i)
# Sample ID: 475",Updated function definition to include colon,https://github.com/open-source-repo/commit/ea8ac4dd55867b5ea593f03cce6a6ddc8e5c7d1a,2025-05-07
476,"def add(a, b)
    return a + b
# Sample ID: 476","def add(a, b):
    return a + b
# Sample ID: 476",Indentation fixed for proper code block,https://github.com/open-source-repo/commit/e9415d519c61dcfe3cc1f82995e6b909081f690b,2025-03-07
477,"def add(a, b)
    return a + b
# Sample ID: 477","def add(a, b):
    return a + b
# Sample ID: 477",Updated function definition to include colon,https://github.com/open-source-repo/commit/d3062bd9a196cf58afd1d91845c64b7dbef6c163,2025-01-25
478,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 478","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 478",Updated function definition to include colon,https://github.com/open-source-repo/commit/38aab227c96e53b28c07c3ef74464b4059316a5e,2023-12-17
479,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 479","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 479",Corrected conditional operator mistake,https://github.com/open-source-repo/commit/8f8ee8ebacb923968db50f941c980b9f737e7a9c,2024-05-01
480,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 480","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 480",Refactored variable naming for clarity,https://github.com/open-source-repo/commit/229120281bb0ace93e4ec723fe9272b9ef7a5690,2024-11-09
481,"def add(a, b)
    return a + b
# Sample ID: 481","def add(a, b):
    return a + b
# Sample ID: 481",Refactored variable naming for clarity,https://github.com/open-source-repo/commit/a1e62fa8943926a673c38bfc96b5ecc669aed353,2024-07-19
482,"if x = 5:
    print('x is 5')
# Sample ID: 482","if x == 5:
    print('x is 5')
# Sample ID: 482",Minor syntax corrections,https://github.com/open-source-repo/commit/74059f8d8c3cc96ba8f2ed307b0a989563e0b9a9,2024-11-13
483,"while True
    do_something()
# Sample ID: 483","while True:
    do_something()
# Sample ID: 483",Indentation fixed for proper code block,https://github.com/open-source-repo/commit/ac8af2b997a5ef937866017454e13c9ebcfc0092,2024-04-24
484,"def add(a, b)
    return a + b
# Sample ID: 484","def add(a, b):
    return a + b
# Sample ID: 484",Refactored variable naming for clarity,https://github.com/open-source-repo/commit/6ef3e92f92598a3671b2cea79866ccb96ce84acb,2023-09-20
485,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 485","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 485",Added missing parentheses for print function,https://github.com/open-source-repo/commit/24bdf1185007012bd98a54cea7eaa02695912461,2025-02-25
486,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 486","def greet(name):
    print('Hello, ' + name)
# Sample ID: 486",Indentation fixed for proper code block,https://github.com/open-source-repo/commit/469f8316a3e90781a13f2de9991c63ad6c1afa87,2024-04-24
487,"def foo()
    print('Missing colon in function definition')
# Sample ID: 487","def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 487",Updated function definition to include colon,https://github.com/open-source-repo/commit/2c18057b38db2243be396667b984d33d9b224bdc,2023-12-11
488,"def add(a, b)
    return a + b
# Sample ID: 488","def add(a, b):
    return a + b
# Sample ID: 488",Refactored variable naming for clarity,https://github.com/open-source-repo/commit/d2b8e08510371e57f20fa289eb728f30f8e8a77f,2024-01-12
489,"for i in range(10):
print(i)
# Sample ID: 489","for i in range(10):
    print(i)
# Sample ID: 489",Indentation fixed for proper code block,https://github.com/open-source-repo/commit/7fcf9678b54121f13ff81797c020d3fc40f12d6a,2023-10-16
490,"def add(a, b)
    return a + b
# Sample ID: 490","def add(a, b):
    return a + b
# Sample ID: 490",Resolved off-by-one error in loop,https://github.com/open-source-repo/commit/bfd9360d14fd5eba446bd382f5a2a79fb4348409,2024-07-11
491,"if x = 5:
    print('x is 5')
# Sample ID: 491","if x == 5:
    print('x is 5')
# Sample ID: 491",Improved readability with proper indentation,https://github.com/open-source-repo/commit/e45ac21780b4a8b4bfd3d32555ccb647703b3e96,2023-08-06
492,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 492","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 492",Refactored variable naming for clarity,https://github.com/open-source-repo/commit/31f52daa535c9255a50282a7abecb3ca74eeb6ff,2024-12-14
493,"def add(a, b)
    return a + b
# Sample ID: 493","def add(a, b):
    return a + b
# Sample ID: 493",Fixed syntax error due to missing colon,https://github.com/open-source-repo/commit/662885bca0183117853fdce3453ac2f1a5e1f02c,2025-06-07
494,"while True
    do_something()
# Sample ID: 494","while True:
    do_something()
# Sample ID: 494",Fixed syntax error due to missing colon,https://github.com/open-source-repo/commit/9816fd92b9b6019ae9474c2cf48306559a9ad1ae,2025-04-09
495,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 495","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 495",Improved readability with proper indentation,https://github.com/open-source-repo/commit/472a1d474e60b73b8af5b22799db4675f14b3c58,2024-05-16
496,"while True
    do_something()
# Sample ID: 496","while True:
    do_something()
# Sample ID: 496",Added missing parentheses for print function,https://github.com/open-source-repo/commit/ec162c1d7c022549e4874ac4bbea15ce35f05e64,2023-08-29
497,"while True
    do_something()
# Sample ID: 497","while True:
    do_something()
# Sample ID: 497",Updated function definition to include colon,https://github.com/open-source-repo/commit/e786e81ea297010cf63acf913c0833cf9767a80e,2024-06-11
498,"if x = 5:
    print('x is 5')
# Sample ID: 498","if x == 5:
    print('x is 5')
# Sample ID: 498",Minor syntax corrections,https://github.com/open-source-repo/commit/0a09aa6bb0f3bcd686076629c214afa4c5d7f404,2025-04-14
499,"x = [1, 2, 3]
print x
# Sample ID: 499","x = [1, 2, 3]
print(x)
# Sample ID: 499",Indentation fixed for proper code block,https://github.com/open-source-repo/commit/03470949b968c87d18e26ea8c4db7357b792072c,2024-10-01
500,"if x = 5:
    print('x is 5')
# Sample ID: 500","if x == 5:
    print('x is 5')
# Sample ID: 500",Indentation fixed for proper code block,https://github.com/open-source-repo/commit/5112fbf7ee7ea7e44ba88ae4dd6eca00186e0547,2025-03-27
501,"def add(a, b)
    return a + b
# Sample ID: 501","def add(a, b):
    return a + b
# Sample ID: 501",Fixed bug in recursive function call,https://github.com/open-source-repo/commit/25fbadb35dd909e98ef11b7f14a0417a6f1434ac,2023-09-11
502,"if x = 5:
    print('x is 5')
# Sample ID: 502","if x == 5:
    print('x is 5')
# Sample ID: 502",Indentation fixed for proper code block,https://github.com/open-source-repo/commit/4446f1c373d152beab10c74e4b00ac53ac329088,2024-03-09
503,"list = [1, 2, 3, 4]
for i in list
    print(i)
# Sample ID: 503","lst = [1, 2, 3, 4]
for i in lst:
    print(i)
# Sample ID: 503",Fixed bug in recursive function call,https://github.com/open-source-repo/commit/6c45cb8884e05ccfaa0820aa2c9acab6a40a0214,2023-09-11
504,"if x = 5:
    print('x is 5')
# Sample ID: 504","if x == 5:
    print('x is 5')
# Sample ID: 504",Fixed bug in recursive function call,https://github.com/open-source-repo/commit/83b0bd05902c321f2cf602bb8778dec650c83e40,2023-10-29
505,"def foo()
    print('Missing colon in function definition')
# Sample ID: 505","def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 505",Indentation fixed for proper code block,https://github.com/open-source-repo/commit/b56e4d97d6a97e3ef6e018d4045519707ddf7385,2025-05-14
506,"while True
    do_something()
# Sample ID: 506","while True:
    do_something()
# Sample ID: 506",Resolved off-by-one error in loop,https://github.com/open-source-repo/commit/df36f8c5b06ecea0592c68629c4aa82282c6cb43,2023-10-12
507,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 507","def greet(name):
    print('Hello, ' + name)
# Sample ID: 507",Refactored variable naming for clarity,https://github.com/open-source-repo/commit/d06ba990d5acf524b391562a0aa336151f8e072d,2023-08-07
508,"def foo()
    print('Missing colon in function definition')
# Sample ID: 508","def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 508",Corrected conditional operator mistake,https://github.com/open-source-repo/commit/0a0de87ec8624ae3a52591d034a444f19432d7a7,2024-04-16
509,"x = [1, 2, 3]
print x
# Sample ID: 509","x = [1, 2, 3]
print(x)
# Sample ID: 509",Resolved off-by-one error in loop,https://github.com/open-source-repo/commit/404259dd643750020d2b70086c8576597e06acba,2025-07-28
510,"while True
    do_something()
# Sample ID: 510","while True:
    do_something()
# Sample ID: 510",Updated function definition to include colon,https://github.com/open-source-repo/commit/573de768b71ab9675025a5952c867562c9e85297,2024-12-18
511,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 511","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 511",Fixed syntax error due to missing colon,https://github.com/open-source-repo/commit/f876c43eed19cfae64475f6523a36db475edafb2,2024-11-17
512,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 512","def greet(name):
    print('Hello, ' + name)
# Sample ID: 512",Resolved off-by-one error in loop,https://github.com/open-source-repo/commit/ea9548ffa65f2f4a1654b62511744577b4c04dbf,2024-11-28
513,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 513","def greet(name):
    print('Hello, ' + name)
# Sample ID: 513",Indentation fixed for proper code block,https://github.com/open-source-repo/commit/36ddfb8a40508cd8af04815ee4ddc180c8efa15f,2024-10-01
514,"def add(a, b)
    return a + b
# Sample ID: 514","def add(a, b):
    return a + b
# Sample ID: 514",Minor syntax corrections,https://github.com/open-source-repo/commit/65ffdeb6481d10b186867643303c01fdc6ffd925,2024-09-02
515,"for i in range(10):
print(i)
# Sample ID: 515","for i in range(10):
    print(i)
# Sample ID: 515",Resolved off-by-one error in loop,https://github.com/open-source-repo/commit/9a4f1ffa75a32962a849d7c4949f2e88bf8b2eb5,2024-06-04
516,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 516","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 516",Updated function definition to include colon,https://github.com/open-source-repo/commit/18c910fdfc82fa598b08cb4ff4357d507da57169,2024-12-09
517,"if x = 5:
    print('x is 5')
# Sample ID: 517","if x == 5:
    print('x is 5')
# Sample ID: 517",Corrected conditional operator mistake,https://github.com/open-source-repo/commit/791431b3c7d0098c235a2508cd7693fb01eddad0,2024-10-08
518,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 518","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 518",Refactored variable naming for clarity,https://github.com/open-source-repo/commit/9014670667e743a6fa85cf172e81e4416a532ab0,2024-03-03
519,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 519","def greet(name):
    print('Hello, ' + name)
# Sample ID: 519",Fixed syntax error due to missing colon,https://github.com/open-source-repo/commit/fc97f6172a54e2e72b62fba8b591fcff5cefe40e,2025-02-19
520,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 520","def greet(name):
    print('Hello, ' + name)
# Sample ID: 520",Added missing parentheses for print function,https://github.com/open-source-repo/commit/6454fe92e78465ad029636711a3ca99cd4f113a6,2024-10-17
521,"if x = 5:
    print('x is 5')
# Sample ID: 521","if x == 5:
    print('x is 5')
# Sample ID: 521",Indentation fixed for proper code block,https://github.com/open-source-repo/commit/fa5078b23662898db50f3665e4a082b6f555be26,2023-12-29
522,"x = [1, 2, 3]
print x
# Sample ID: 522","x = [1, 2, 3]
print(x)
# Sample ID: 522",Fixed bug in recursive function call,https://github.com/open-source-repo/commit/b621635defeddb7d8a8d47e44075c7a5be1e8e5d,2023-09-14
523,"def add(a, b)
    return a + b
# Sample ID: 523","def add(a, b):
    return a + b
# Sample ID: 523",Fixed bug in recursive function call,https://github.com/open-source-repo/commit/5ed9115b078cbb315290540fe41fc95eeb231bb7,2023-12-15
524,"def foo()
    print('Missing colon in function definition')
# Sample ID: 524","def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 524",Fixed syntax error due to missing colon,https://github.com/open-source-repo/commit/8767d20dcf955e4916db0813ffc4077a5f291cf0,2024-11-22
525,"list = [1, 2, 3, 4]
for i in list
    print(i)
# Sample ID: 525","lst = [1, 2, 3, 4]
for i in lst:
    print(i)
# Sample ID: 525",Corrected conditional operator mistake,https://github.com/open-source-repo/commit/b4d09a5484f3559b772fd71bb02126eb9a74ebcf,2024-09-23
526,"for i in range(10):
print(i)
# Sample ID: 526","for i in range(10):
    print(i)
# Sample ID: 526",Refactored variable naming for clarity,https://github.com/open-source-repo/commit/bec9aa08440dfcdde89316443c6056ff341d89c3,2024-07-18
527,"def foo()
    print('Missing colon in function definition')
# Sample ID: 527","def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 527",Added missing parentheses for print function,https://github.com/open-source-repo/commit/10684ed4b54d956c1e3e8f63afd813d1fb00ec0e,2024-05-08
528,"x = [1, 2, 3]
print x
# Sample ID: 528","x = [1, 2, 3]
print(x)
# Sample ID: 528",Indentation fixed for proper code block,https://github.com/open-source-repo/commit/986a4c3610e63be692c7e0682981928144e5222b,2025-05-16
529,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 529","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 529",Minor syntax corrections,https://github.com/open-source-repo/commit/7e50a09e7206d9315b7018d5acf4b7f8efad3210,2024-05-15
530,"def add(a, b)
    return a + b
# Sample ID: 530","def add(a, b):
    return a + b
# Sample ID: 530",Minor syntax corrections,https://github.com/open-source-repo/commit/7edb96d56e9ab1f23be008edb9bf0f7ffeca2af8,2024-06-02
531,"list = [1, 2, 3, 4]
for i in list
    print(i)
# Sample ID: 531","lst = [1, 2, 3, 4]
for i in lst:
    print(i)
# Sample ID: 531",Improved readability with proper indentation,https://github.com/open-source-repo/commit/1bc2be28336ebb1cd77486632583204d0f610c5a,2024-04-26
532,"while True
    do_something()
# Sample ID: 532","while True:
    do_something()
# Sample ID: 532",Updated function definition to include colon,https://github.com/open-source-repo/commit/2de4c56a9e5937007f73e694fe8b9ef2b3ee7f60,2024-02-09
533,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 533","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 533",Refactored variable naming for clarity,https://github.com/open-source-repo/commit/f7d48e1898d10e599a850221f399a9b301ad59b7,2024-05-15
534,"while True
    do_something()
# Sample ID: 534","while True:
    do_something()
# Sample ID: 534",Refactored variable naming for clarity,https://github.com/open-source-repo/commit/34d5ff17a6a3e91dce19e1d2bfa15225c03eec7a,2024-12-27
535,"def add(a, b)
    return a + b
# Sample ID: 535","def add(a, b):
    return a + b
# Sample ID: 535",Corrected conditional operator mistake,https://github.com/open-source-repo/commit/958ee82ec84971a387d6c8a49e62495969d2dd38,2024-01-29
536,"def add(a, b)
    return a + b
# Sample ID: 536","def add(a, b):
    return a + b
# Sample ID: 536",Improved readability with proper indentation,https://github.com/open-source-repo/commit/3de4e266e4b0d1616da05541bc115edf33f66306,2023-09-15
537,"list = [1, 2, 3, 4]
for i in list
    print(i)
# Sample ID: 537","lst = [1, 2, 3, 4]
for i in lst:
    print(i)
# Sample ID: 537",Resolved off-by-one error in loop,https://github.com/open-source-repo/commit/800e4dd65f9e0ba89139d5336a2f43003f5d1ea1,2023-09-11
538,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 538","def greet(name):
    print('Hello, ' + name)
# Sample ID: 538",Fixed bug in recursive function call,https://github.com/open-source-repo/commit/6c62b4006a4adb0315418b1670b3cfe644849800,2025-02-09
539,"if x = 5:
    print('x is 5')
# Sample ID: 539","if x == 5:
    print('x is 5')
# Sample ID: 539",Fixed syntax error due to missing colon,https://github.com/open-source-repo/commit/515c582ed1e1d499c9632f13b478eb5331fd958c,2025-04-04
540,"x = [1, 2, 3]
print x
# Sample ID: 540","x = [1, 2, 3]
print(x)
# Sample ID: 540",Added missing parentheses for print function,https://github.com/open-source-repo/commit/8dc2a22c94c394557102dd7bd3124a9c5944baf6,2024-01-25
541,"if x = 5:
    print('x is 5')
# Sample ID: 541","if x == 5:
    print('x is 5')
# Sample ID: 541",Refactored variable naming for clarity,https://github.com/open-source-repo/commit/396781b304ceebcd8dba84e4b60b041df0498d0d,2024-11-08
542,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 542","def greet(name):
    print('Hello, ' + name)
# Sample ID: 542",Resolved off-by-one error in loop,https://github.com/open-source-repo/commit/39347ba20a1eb07c0956615c7dcb2da254dcb161,2024-11-24
543,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 543","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 543",Minor syntax corrections,https://github.com/open-source-repo/commit/cf2333d7b8d5820d1d3652d7cee3bf9b078e242a,2024-05-22
544,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 544","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 544",Improved readability with proper indentation,https://github.com/open-source-repo/commit/571cbd8988a09c2b7cea8bad3f233b86341cbc90,2025-07-06
545,"while True
    do_something()
# Sample ID: 545","while True:
    do_something()
# Sample ID: 545",Fixed syntax error due to missing colon,https://github.com/open-source-repo/commit/5a7cadd1993aa7a522974069125fdde4f793f18a,2025-07-24
546,"list = [1, 2, 3, 4]
for i in list
    print(i)
# Sample ID: 546","lst = [1, 2, 3, 4]
for i in lst:
    print(i)
# Sample ID: 546",Indentation fixed for proper code block,https://github.com/open-source-repo/commit/49c6484fe5b58f3549477cf04c8266e496f4c25f,2024-11-10
547,"for i in range(10):
print(i)
# Sample ID: 547","for i in range(10):
    print(i)
# Sample ID: 547",Improved readability with proper indentation,https://github.com/open-source-repo/commit/c29c8de9e3ee0970f3bf4d9c229409e3b6ca475d,2025-04-16
548,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 548","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 548",Minor syntax corrections,https://github.com/open-source-repo/commit/5c853cc396c1e379f13502aac711a394a987de29,2024-08-03
549,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 549","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 549",Minor syntax corrections,https://github.com/open-source-repo/commit/003740aa7573d7addc5fa22bdf689100c8487585,2025-06-14
550,"def add(a, b)
    return a + b
# Sample ID: 550","def add(a, b):
    return a + b
# Sample ID: 550",Improved readability with proper indentation,https://github.com/open-source-repo/commit/add8e19a00519fce8cd428e26a747844917c23ac,2025-05-06
551,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 551","def greet(name):
    print('Hello, ' + name)
# Sample ID: 551",Fixed syntax error due to missing colon,https://github.com/open-source-repo/commit/f9c82ce0de109d597a27572156a83e4535a1d8dd,2024-06-19
552,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 552","def greet(name):
    print('Hello, ' + name)
# Sample ID: 552",Refactored variable naming for clarity,https://github.com/open-source-repo/commit/65f8f19b161b28af09fc2b3a3dbfc179e8cd2ac3,2024-11-30
553,"while True
    do_something()
# Sample ID: 553","while True:
    do_something()
# Sample ID: 553",Refactored variable naming for clarity,https://github.com/open-source-repo/commit/acf0481d4b405bbae3efe6e727e3c6e485840e18,2023-10-04
554,"def foo()
    print('Missing colon in function definition')
# Sample ID: 554","def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 554",Corrected conditional operator mistake,https://github.com/open-source-repo/commit/d4a157441cfb52250b30a4d8f607f50aecc1d373,2025-04-11
555,"while True
    do_something()
# Sample ID: 555","while True:
    do_something()
# Sample ID: 555",Added missing parentheses for print function,https://github.com/open-source-repo/commit/8ad761afe0010082c83b7abaf8770e5a7ca010c0,2025-06-02
556,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 556","def greet(name):
    print('Hello, ' + name)
# Sample ID: 556",Minor syntax corrections,https://github.com/open-source-repo/commit/58676670c2574a8d8fd97847c69ed8f418c76f89,2025-02-26
557,"while True
    do_something()
# Sample ID: 557","while True:
    do_something()
# Sample ID: 557",Corrected conditional operator mistake,https://github.com/open-source-repo/commit/704bc2020757b4a486490d7aea6e6619fc4f5838,2025-04-19
558,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 558","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 558",Refactored variable naming for clarity,https://github.com/open-source-repo/commit/792c3a8d360d825207edc05c4fc4236995dbd587,2024-11-23
559,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 559","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 559",Minor syntax corrections,https://github.com/open-source-repo/commit/642f257b8f349b89e207744231bf8fedbc96aec6,2024-01-31
560,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 560","def greet(name):
    print('Hello, ' + name)
# Sample ID: 560",Minor syntax corrections,https://github.com/open-source-repo/commit/2ce8bada9b5e42e2a81ca70027ea5a1f5e7ef24f,2024-09-02
561,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 561","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 561",Resolved off-by-one error in loop,https://github.com/open-source-repo/commit/f643e654e4649bb564623a39786f9625ec88de52,2023-08-12
562,"if x = 5:
    print('x is 5')
# Sample ID: 562","if x == 5:
    print('x is 5')
# Sample ID: 562",Updated function definition to include colon,https://github.com/open-source-repo/commit/3f2533bcf03cc5da5b0e981bdf271c18bbfcc970,2025-07-13
563,"def foo()
    print('Missing colon in function definition')
# Sample ID: 563","def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 563",Minor syntax corrections,https://github.com/open-source-repo/commit/a3f56065cf027354a01e1ea5fd0d81dbc86bc581,2024-11-03
564,"x = [1, 2, 3]
print x
# Sample ID: 564","x = [1, 2, 3]
print(x)
# Sample ID: 564",Added missing parentheses for print function,https://github.com/open-source-repo/commit/f45d3c823b9e3815c220e646d8f6cc7e25c4382e,2024-04-10
565,"if x = 5:
    print('x is 5')
# Sample ID: 565","if x == 5:
    print('x is 5')
# Sample ID: 565",Fixed syntax error due to missing colon,https://github.com/open-source-repo/commit/3338870bf22e4d21305ac6205639313b2571afad,2023-08-18
566,"x = [1, 2, 3]
print x
# Sample ID: 566","x = [1, 2, 3]
print(x)
# Sample ID: 566",Fixed syntax error due to missing colon,https://github.com/open-source-repo/commit/c0194be268f2eaf6211b41622f0a386dd7b268d1,2025-05-19
567,"def add(a, b)
    return a + b
# Sample ID: 567","def add(a, b):
    return a + b
# Sample ID: 567",Minor syntax corrections,https://github.com/open-source-repo/commit/dbba08bbb8dcbe8bda16a28531173d4b9524e533,2025-01-15
568,"for i in range(10):
print(i)
# Sample ID: 568","for i in range(10):
    print(i)
# Sample ID: 568",Corrected conditional operator mistake,https://github.com/open-source-repo/commit/e167a571d49e38473f7ca27df8cb7109605eb1d4,2024-11-23
569,"x = [1, 2, 3]
print x
# Sample ID: 569","x = [1, 2, 3]
print(x)
# Sample ID: 569",Fixed syntax error due to missing colon,https://github.com/open-source-repo/commit/c8477b06189c2a7b87d90c0dce721e29fedb91de,2024-10-17
570,"if x = 5:
    print('x is 5')
# Sample ID: 570","if x == 5:
    print('x is 5')
# Sample ID: 570",Minor syntax corrections,https://github.com/open-source-repo/commit/d29e066e4b744a472b783644839878bb4ceafdf7,2024-04-30
